"x"
"1",82.4857648324006
"2",187.299778794983
"3",214.798467512411
"4",98.9684238834469
"5",108.834461150144
"6",149.734038666234
"7",116.606286516089
"8",115.085629736267
"9",99.3453269040256
"10",159.062186346435
"11",165.510907066144
"12",168.440096728006
"13",117.476498316226
"14",114.070266882558
"15",94.9550881819151
"16",174.383246714642
"17",166.163263364599
"18",91.3708967174244
"19",180.380034526822
"20",103.647810244963
"21",128.545705645552
"22",144.958784494076
"23",154.913310813292
"24",164.368058424159
"25",151.352255733473
"26",165.574947273116
"27",116.525064773004
"28",88.9043268502652
"29",113.821096941045
"30",160.17945661859
"31",199.478868431343
"32",199.840113978951
"33",203.122639191182
"34",206.774268479933
"35",157.222044288113
"36",207.806007032508
"37",130.895281036731
"38",142.390829925597
"39",196.769117092654
"40",107.826089885792
"41",150.327374935643
"42",180.897920906667
"43",127.988980394355
"44",160.828898239134
"45",160.254571196509
"46",85.5394731131939
"47",92.2110969387859
"48",167.353650074488
"49",146.163336122462
"50",163.20574564149
"51",147.61932873509
"52",165.529247396451
"53",111.558280238308
"54",120.896981115292
"55",110.362092232876
"56",181.795235914828
"57",202.612623096704
"58",153.533283314346
"59",155.405603882079
"60",149.20914996408
"61",139.123141047068
"62",195.20005459994
"63",183.50892223835
"64",138.927047481744
"65",177.608076651406
"66",187.118378102363
"67",145.472230245511
"68",162.230060494447
"69",149.993499367349
"70",123.721728913989
"71",167.494095677678
"72",196.758727484469
"73",172.023858939439
"74",169.130035185077
"75",176.423760625319
"76",115.83606281901
"77",140.779989383929
"78",137.337417459895
"79",136.752469041987
"80",135.041744751475
"81",155.520168008878
"82",141.924677169877
"83",209.181151855984
"84",127.127413972047
"85",107.331834353704
"86",135.150072293202
"87",165.130544624996
"88",97.2901997621222
"89",146.530950550109
"90",123.932608696763
"91",71.15739142818
"92",177.142132019443
"93",195.546062035285
"94",208.886818488499
"95",149.720208881952
"96",193.908918725426
"97",162.183910323325
"98",190.802947655925
"99",131.923001827293
"100",131.783982164798
"101",211.610992021661
"102",209.104018034476
"103",173.317134044391
"104",219.925794349186
"105",175.867727662941
"106",123.60761337527
"107",125.038970421778
"108",151.394608359102
"109",130.744329960909
"110",136.000343406933
"111",203.952410338571
"112",72.355467451246
"113",177.923557926536
"114",91.6937887443423
"115",120.213091339523
"116",114.841434047029
"117",106.648898597726
"118",172.098024564159
"119",135.766299393558
"120",152.666067643414
"121",124.981803635123
"122",163.001210672375
"123",146.292305069586
"124",178.708882505339
"125",103.084489133277
"126",135.305467386581
"127",175.144004570663
"128",151.744436889321
"129",169.708349721455
"130",162.823527658888
"131",160.206122243206
"132",150.059003135695
"133",104.968869748052
"134",128.394723339644
"135",163.930361889082
"136",150.408707708798
"137",144.252224417548
"138",94.2241046718374
"139",73.5396427212236
"140",194.116102915568
"141",134.794557598576
"142",124.388392918547
"143",167.897536694876
"144",112.04069657202
"145",98.2761088412124
"146",108.209996987962
"147",182.475216647863
"148",134.043416575638
"149",127.400563558326
"150",149.079879467586
"151",206.320506277328
"152",139.051498884897
"153",121.75437153669
"154",114.169147812494
"155",172.731803289469
"156",171.373407530603
"157",139.455790123211
"158",187.703887154028
"159",222.724311133424
"160",119.057975238121
"161",142.658022836158
"162",146.874782033584
"163",123.432829703102
"164",140.609599243524
"165",101.419668905258
"166",133.496107408651
"167",125.337405614828
